"","mobile","new","penn","provides","tcohlsrmqu","tcoilltelye","tour","virtual","website","guilty","hacking","latvian","minneapolis","national","pleads","scareware","scheme","star","stcothcunhpj","targeted","tribune","dance","party","stconpyqdpilq","time","academy","everyplacecounts","leadership","nominations","stcotuqxfbquau","still","submit","theres","department","enforcement","issues","justice","marijuana","memo","stcotcnppruhpp","art","artbma","clinic","maryland","outpost","shares","stcoeqtczcie","via","wbaltv","abbott","announces","breaking","firstnet","firstnetgov","full","governor","news","opt","release","texas","alleged","california","charged","dollar","evasion","fraud","investment","men","multimillion","northern","stcojfmlbfyds","tax","two","calculator","candy","convert","energy","halloween","spooky","stcosevvrvlzk","treats","units","americans","help","lew","promise","put","reach","retirement","rule","secretary","secure","usdol","will","win","work","executiveorder","foxbusiness","join","mariabartiromoing","morningsmaria","now","secretaryrossmercegov","taxreform","dprinting","energytalks","hurricane","live","partnerships","response","session","state","stcobpgogljjlf","talking","todays","aspects","changing","democracy","looking","note","portraits","represent","stcohjajhiklxk","think","cemetery","continues","honor","maria","puerto","recovering","rico","stcoxfvydehj","vantagepoint","veterans","astrokomrade","birthday","can","candles","happy","light","marines","space","station","stcoerjkwpicq","usmc","darkmatterday","fermilab","fermilabs","lab","one","soon","spaces","special","starting","stc","stcooanxauo","alison","briefing","crowd","diplomacycenter","great","hope","joining","mann","see","statedeptspox","thank","agerelated","find","maculardegeneration","nlm","risk","sis","stcorguijyum","attending","college","ever","finishing","graduating","hispanic","johnkingated","made","progress","students","weve","years","excerpt","sotu","stcobwewqndgr","stconjfjyl","tonights","whitehouse","blue","bluecaign","dhs","fletc","humantrafficki","office","onwearblueday","supported","washington","wearing","wewearbluebecause","borders","stcobkhrszvq","take","walls","women","americaspromise","civic","engagement","fellow","founder","peacefirstorg","scholarchips","talk","yazziespeaks","ends","leaders","lovely","month","nations","natl","newleadersorg","principals","read","schl","stcocbhxt","tribute","cast","stcoehqmsovap","stcooviypgifer","underway","uscgs","video","vote","voting","year","egypt","egyptian","foreign","minister","shourky","standi","standing","stconmsnwmti","tillerson","usmits","american","excitement","girl","girls","inspire","learn","nasa","partnered","science","share","technology","young","another","conversation","dotat","heres","raylahood","secretaryfoxx","stcoevdonjkoa","today","usdot","human","humantrafficking","january","prevention","stcoglklxrlbte","tobat","trafficking","adopts","analyzing","conduct","exclusionary","icn","merger","notification","practices","review","snijhdig","unilateral","danger","dep","economy","interconnected","others","part","raskin","sec","system","vulnerabilities","america","diverse","keep","many","safe","stcoymrjuldy","together","wearedhs","create","encourage","growth","jobs","plan","potus","stcossbj","trumps","ultimately","working","allegedly","indicted","individuals","million","nevada","refunds","stcockadycjz","stealing","three","activitypares","elections","participate","past","people","statsinschools","stcoydwa","trends","uscensusbureau","article","depsec","edgarsrinkevics","ironclad","latvias","natos","sullivan","usmitment","amen","device","discovery","inquiry","jessellison","powerful","primary","socialstudiesmn","sources","teachinglc","actions","decisive","forward","foundation","helped","lay","path","policymakers","sustainable","syqdbwzm","taken","bonnie","carroll","creation","dealing","grief","mission","president","stcoicopop","talks","tapsorg","crime","deputy","evidence","fatal","former","justify","mississippi","planting","scene","sheriffs","shooting","stcoywnpeoth","fema","form","hits","know","readygov","snow","stcoiiksdjuewt","storm","tips","wintersafety","ahrq","ahrqnews","bettermunication","charge","clinicians","encouraging","leads","patients","stcouugffghu","watch","capture","carbon","infographic","stcogdiynpuq","stcooeouafwfd","view","dies","hidesert","major","sergeant","stcodaebydweov","veteran","wars","wilburn","deptofdefense","directed","dod","effective","ensure","last","nucle","nuclearposturereview","audiovideo","bookmark","brookingsinst","doddfrank","event","later","page","thanks","tuning","ustreasury","efforts","getting","occuring","refers","secondary","secretarycastro","stop","worse","buried","dallas","fort","honoring","honors","identified","marine","remains","stcokqkzymgpm","vets","worth","directives","economic","job","realdonaldtrump","sign","stevenmnuchin","wee","historian","intelligence","military","officer","plays","pro","role","soldier","stcoarhjrqzt","usnationalguard","vital","built","bwcam","cooperation","governance","high","icymi","standards","stcodrhbqsmpd","works","accent","denied","english","fairhousing","home","reason","speaking","stcolcffhuge","stcophxptqvqz","app","consumers","data","food","foodkeeper","fresh","open","stcoxscvddprd","stcoyysfivalsp","usdas","uses","available","cdcgov","deptvetaffairs","disaster","distress","fda","helpline","samhsagov","secpricemd","stcobwtyzywbc","air","creating","destination","environmental","faanews","landing","make","procedures","smoother","thanksgiving","traffic","authorities","banks","endorsed","failing","global","manner","orderly","resolve","sheets","standard","tlac","ustreasurys","build","call","free","helps","offers","quit","quitline","stcoyjefgalp","stick","vet","forgiveness","head","loan","program","public","qualify","service","stcoehdjfry","enact","foc","international","lethal","opioids","organizations","restrictions","states","synthetic","tough","united","usunvie","holiday","local","sponsor","stcotdflakt","weaunews","odds","purpose","stcojzncdwul","walking","wspa","half","stcokjbchbnyoh","supporting","views","dcpublicschools","lives","mine","saved","saves","world","facts","fascinating","owls","snowy","stcotzpdrsky","stcoygyaodcyt","usfws","along","coast","evac","get","line","mic","msal","next","nwsneworleans","ord","poll","river","thats","water","act","ago","impact","law","recovery","serve","seven","signed","stcobwfpffxgh","cares","civics","deeply","education","importance","npclive","teacher","wellrounded","day","dont","endtrafficking","forget","left","raise","register","stcoshnaaedmac","thunderclap","voice","accepts","delivery","file","future","lcs","photo","stcoecqpfrh","stcooqifsadbi","usnavy","ussmanchester","acceleratemercialization","americancancer","congrats","eda","grantee","medtechinnovate","partnership","ris","good","need","pack","reasons","smoking","stcotsyerovnp","reauthorization","stcorkqfhulpe","stcoybwnxzp","building","capacity","conditions","gro","infrastructure","invested","projects","since","support","describes","development","earlier","operations","organization","origin","pub","pubs","tbt","usgs","aboard","exercise","junipercobra","mediterraneansea","sailors","training","trauma","tuesday","ussiwojima","barron","display","memorabilia","sdktgtfqkt","vfw","wwii","christianmunity","friends","jewishmunity","muslimm","region","whether","bath","forest","grab","healthyparks","near","park","shed","stcojnfwbjgmy","stress","yellowstonenps","dollars","govt","inmun","launch","proud","putting","stcokqighfngbx","taxpayers","emily","fighter","fly","grew","isis","king","pilot","planes","serving","shes","stcouxgxuy","wanting","war","ballot","counts","countymittee","dec","fsa","remember","stcovqzcolr","usdafsa","votefsa","brazilian","meirelles","met","relationship","stcowzrvuft","usbrazil","ability","amazing","goodwill","imaginations","marcknapper","promote","sports","stconsvticrzq","transcend","alliance","allies","cornerstone","defense","longstanding","mutual","stcoixunyegny","treaty","deserves","important","notice","speech","stcorhhcj","wider","wsjopinion","dlamil","field","kitchens","middle","pounds","sent","stcoiczshk","throughout","drshow","examines","historic","hudgovs","oveing","segregation","sullyathud","agree","couldnt","stcoyvlczfd","appraisal","electronic","hundreds","lenders","onboarding","phase","portal","stcogdbuedog","advanced","americas","boost","electric","grid","modular","reactors","report","resiliency","small","stcobodpcpekbz","antonio","counselor","market","oversight","participants","reporting","requirements","subject","toprehensive","trade","treasury","weiss","congestion","deployment","fact","management","sheet","stcodvnqfmvj","technologies","transportation","whfrontiers","discussed","meeting","morawieckim","polish","polishus","regi","relations","usembassywarsaw","irans","irgc","presssec","stcozcwlshmnn","supporters","target","coordinator","intellectualproperty","network","specialized","statedept","stcocgjcxvltq","arrestee","beach","boynton","convicted","excessive","force","obstruction","officers","stcodnbogbm","using","aircraft","blaze","douse","engulfing","fighting","firefighters","firefighting","flames","nighttime","prop","stcodudzemhjkg","usairforce","anniversary","history","marks","railroading","thegreatlotivechase","usdotfra","wowwednesday","keeping","moving","stcopmzzzbqq","usedgov","airport","county","eye","far","florida","gusts","highest","irma","lee","measured","nwstabay","southwest","wind","battleshipnj","celebrate","families","julyth","newuscitizens","patriotic","pride","stcobuuqtlax","uscismediapa","athlete","check","emt","ispeting","mens","paralympics","stcozjwgjnk","stephen","usarmy","usparalympics","wheelc","feel","school","stcovhkghubtt","student","unwee","class","jremschool","malins","reading","says","stcookuelebtxy","billion","country","earth","generating","nuclear","produces","stcorleefjvye","edgreenribbon","honorees","show","stcoybjwtcxd","way","base","doctors","medical","ndms","nurses","set","periscopemissioning","ssn","stcolebvmlueg","usscolorado","fifth","homeland","john","kelly","security","stcoikjiyxnl","sworn","amicable","demonstrate","flexibility","mutuallyacceptable","order","oue","produce","urges","cnorichardson","crash","sbkydsnyey","statement","stcormtbikpbw","centers","connection","conveying","cyberstalking","false","info","man","stcouxrolcknu","threats","usisraeli","fought","fre","key","negotiating","promises","trump","weeks","battering","bringing","coas","damaging","dangerous","flooding","parts","surge","waves","alloys","beryllium","criticalminerals","electronics","energyefficient","miniature","stcovsidccmwr","address","announced","coalition","partners","privatesector","smartmunities","usaidmarkgreen","wef","bloom","cybersecurity","nationaljournal","raskins","sarah","stcokmwyfxxsi","tune","examine","hearing","hold","infrastructureinamerica","secelainechao","senatmerce","testimony","following","nielsens","stcowvqwdncsp","swearing","chickahominy","eastern","federal","recognition","salutes","stcohgibefw","tribal","tribes","virginia","agents","alwaysvigilant","border","borstar","casa","cbparizona","grande","gunshot","honduran","patrolling","rescue","sells","usbp","victim","airports","aviation","departure","enhancements","flights","point","select","stcoisdiraqac","wmercial","ambassador","demo","destroy","exle","haley","just","latest","lengths","maduro","nikki","proposal","sham","usun","venezuelas","attempting","carolina","conspiring","material","north","provide","stcouscokxadd","euus","homeaffairs","joint","ministerial","press","stcogjzwbgegy","stcorpkcyco","business","couple","earned","failure","fishing","frommercial","pay","stcoizdwtis","taxes","yrs","dyk","forestproductsweek","like","patents","stcoefyhuyrpw","uspto","warm","winter","agenda","drone","mar","pilots","symposium","uas","want","acfhhs","andmunities","prevent","schools","stcokgvcu","ways","better","experiencing","heard","homelessness","needs","stcokjvcqoayy","cocaine","denver","distributed","drug","methhetamine","mexican","ocedetf","org","stcobpbfyxdbs","strike","takes","amazingutcs","ctrs","dcrpcarolina","hsrc","hsrcinfo","iprc","lead","road","safety","stco","unc","wfocus","academics","athletic","cadets","character","progra","regimen","stcoyjepuytz","cold","icy","ideas","indoor","physicalactivity","snap","stcohyephui","stcorixxpwspwk","career","experience","gained","newstribune","stcoxglmabwgh","valuable","position","sailor","stcorjldeoh","teaches","top","utility","builder","challenges","countrys","facing","fortunate","infrastructureweek","understands","directedprehensive","election","impt","johnson","securingtomorrow","situation","wait","whole","countries","discuss","financial","korea","usembassyseoul","alzheimers","brain","glucose","higher","levels","may","mean","nih","nihnews","severe","stcoiwonyzdaxs","commercegov","countervailing","denier","determinations","duty","fiber","fine","polyester","preliminary","staple","stcofxvnrtab","activities","awareness","celebrating","follow","march","patient","unitedfor","week","colorado","dive","lower","meet","reclamation","reclamations","stcoytovjq","team","usbr","canpete","critical","demonstrating","exim","exporters","mkts","stcoawcfkopg","trading","breaks","delacruz","guest","kato","stcoxtftysupx","teamrubicon","vapodcast","volunteer","buyers","cards","concerns","doj","estate","expresses","gift","offering","prohibit","real","regulation","stcofbtptarga","constitutionday","morning","stcoykiber","uscis","usnatarchives","wees","expected","exports","farm","fiscal","look","pretty","projected","secretarysonny","solid","thbest","americacounts","female","served","wartime","baked","childcare","cod","easy","foods","menu","protein","stcouzrtqqjt","teamnutrition","try","vary","block","cant","children","enough","fate","separate","str","fat","growing","pets","problem","stcogsnwixhtv","abby","adventures","canyon","dreaming","grand","howe","stcoyfmvzkanp","summer","yellowstone","challenge","pala","stcorsfmcunov","supertracker","aascu","apply","chronicle","doescience","faculty","stcovsedprzr","term","visiting","airman","belgian","boy","malinois","nido","rewards","southwestasia","stcorhqsmnt","whos","emergency","highlight","liberia","nscpress","related","removal","sanctions","termination","underpinning","betsydevosed","hear","inspiring","ready","stem","theyre","womenshistorymonth","battery","energystorage","ground","interf","jam","lithiumion","reducing","researchers","sandia","sandialabs","toward","changer","edt","five","game","goess","satellite","stcohrxuhyiyre","weather","stcogxvlfqck","supporter","terrorist","center","delivers","fleet","joy","mail","sigonella","stcoatucnkval","stconikbzggs","adoption","advisor","annual","intercountry","lawrence","outlining","presented","stcopltaesr","travelgov","bay","counseling","floridas","stcotllsqfvw","wjhg","administers","click","grants","hazard","hud","hudpacific","map","nationwide","reps","stcotqewoamw","deal","expanding","opportunities","overseas","pleased","established","goparks","natlparks","nonprofit","official","otd","court","decision","elected","maldives","member","political","prisoners","reinstate","supreme","disadvan","include","majority","private","brca","breast","cancer","genes","stcocgoygjj","stcofpmobrxk","convenes","council","eastsyria","stcowbxmvidamq","cyber","funded","pnnl","pnnlab","powergrid","six","stcoeywgtoxy","stcowksbowl","tools","emotional","health","mental","priority","resonate","themes","tim","vavetbenefits","attorney","awards","ceremony","civilrights","divisions","general","remarks","sallyqyates","stcoxsghzcjnaf","brexit","finances","min","sides","usembassyfrance","blackhistorymonth","bunyan","journalism","leader","maureen","pioneer","stcovkgqsbkos","daysofdhs","france","icegov","lost","masterpiece","pissarro","returns","stcoufkloqk","stolen","thought","crimesmitted","heather","holoc","legislation","nauerts","poland","regarding","stcofdffndxwq","give","habitatdc","hand","housing","hudgov","secretarycarson","volunteers","police","sentenced","stcoxwnyyjqcx","also","biggest","bill","cut","minutes","much","nee","oval","reform","signing","develop","fisheries","highlighting","implement","leading","noaa","noaafisheries","acting","att","duke","officials","stcowtfoyhr","even","fha","grandparents","jaysonbates","ownthedream","pdas","stcotcyzephsa","yes","busiest","days","everything","post","prepared","stcohsqlogpat","sure","travel","tsa","youre","accepting","applications","fellowship","leland","mickey","orise","oriseconnect","argentina","bariloche","conservation","exchanges","scientific","stcozvbgpx","access","anywhere","august","backschool","broadband","happen","learning","stcopcozqijk","usda","argonne","armyresearchlab","captured","electrons","excite","nuclei","stcofrcielce","stcohygklcvcn","advances","econo","four","interests","policy","stcofmkmuvncr","strategy","cdcs","chlamydia","finds","gonorrhea","increased","rates","stcodyomxq","stdreport","syphilis","third","big","innovative","nationallab","promising","randdmagazine","recognized","resea","stcormgvrzzy","winners","agent","investigation","secret","silk","stcofawixguk","actonclimate","benefits","cleanpowerplan","explain","step","tcofr","current","earthquake","information","kodiak","stcojzzwdidk","resource","stcoezwyy","stcoqjonzkwc","iah","pdrevents","runner","stcobkueeyonp","university"
"1",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
