"","mobil","new","penn","provid","tcohlsrmqu","tcoilltelye","tour","virtual","websit","guilti","hack","latvian","minneapoli","nation","plead","scarewar","scheme","star","stcothcunhpj","target","that","tribun","danc","its","parti","stconpyqdpilq","time","academi","everyplacecount","leadership","nomin","stcotuqxfbquau","still","submit","there","depart","enforcement","issue","justic","marijuana","memo","stcotcnppruhpp","art","artbma","clinic","maryland","outpost","share","stcoeqtczcie","via","wbaltv","abbott","announc","break","firstnet","firstnetgov","full","governor","news","opt","releas","texa","allege","california","charg","dollar","evasion","fraud","investment","men","multimillion","northern","stcojfmlbfyds","tax","two","calcul","candi","convert","energi","halloween","spooki","stcosevvrvlzk","treats","unit","american","help","lew","promis","put","reach","retir","rule","secretari","secur","usdol","will","win","work","come","commercegov","executiveord","foxbusi","join","mariabartiromo","morningsmaria","now","secretaryross","taxreform","dprint","energytalk","hurrican","live","partnership","respons","session","state","stcobpgogljjlf","talk","today","were","and","aspect","chang","democraci","look","note","portrait","repres","stcohjajhiklxk","think","what","cemeteri","continu","honor","maria","puerto","recov","rico","stcoxfvydehj","vantagepoint","veteran","astrokomrad","birthday","can","candl","happi","light","marin","space","station","stcoerjkwpicq","usmc","darkmatterday","fermilab","lab","one","soon","special","start","stc","stcooanxauo","alison","brief","crowd","diplomacycent","great","hope","mann","see","statedeptspox","thank","agerel","find","maculardegener","nlm","risk","sis","stcorguijyum","who","attend","colleg","ever","finish","graduat","hispan","johnkingated","made","more","progress","student","weve","year","excerpt","sotu","stcobwewqndgr","stconjfjyl","tonight","whitehous","blue","bluecaign","dhs","fletc","humantrafficki","office","onwearblueday","support","the","washington","wear","wewearbluebecaus","border","stcobkhrszvq","take","wall","women","americaspromis","civic","engag","fellow","founder","peacefirstorg","scholarchips","yazziespeak","end","leader","love","month","natl","newleadersorg","princip","read","schl","stcocbhxt","tribut","cast","stcoehqmsovap","stcooviypgifer","underway","uscgs","video","vote","egypt","egyptian","foreign","minist","shourki","stand","standi","stconmsnwmti","tillerson","usmit","excit","girl","inspir","learn","nasa","partner","scienc","technolog","young","anoth","convers","dotat","here","raylahood","secretaryfoxx","stcoevdonjkoa","usdot","human","humantraffick","januari","prevent","stcoglklxrlbt","tobat","traffick","adopt","analyz","conduct","exclusionari","icn","merger","notif","practic","review","snijhdig","unilater","danger","dep","economi","interconnect","other","part","raskin","sec","system","vulner","america","divers","keep","mani","safe","stcoymrjuldi","togeth","wearedhs","creat","encourag","growth","invest","job","plan","potus","stcossbj","trump","ultim","indict","individu","million","nevada","refund","stcockadycjz","steal","than","three","activitypar","elect","how","particip","past","peopl","statsinschool","stcoydwa","this","trend","uscensusbureau","articl","depsec","edgarsrinkev","ironclad","latvia","natos","sullivan","usmitment","amen","devic","discoveri","inquiri","jessellison","power","primari","socialstudiesmn","sourc","teachinglc","action","decis","forward","foundat","lay","path","policymak","sustain","syqdbwzm","taken","bonni","carrol","creation","deal","grief","mission","presid","stcoicopop","tapsorg","crime","deputi","evidenc","fatal","former","justifi","mississippi","plant","scene","sheriff","shoot","stcoywnpeoth","fema","form","hit","know","readygov","snow","stcoiiksdjuewt","storm","tip","wintersafeti","ahrq","ahrqnew","bettermun","clinician","lead","patient","stcouugffghu","watch","captur","carbon","infograph","stcogdiynpuq","stcooeouafwfd","view","die","hidesert","major","sergeant","stcodaebydweov","war","wilburn","deptofdefens","direct","dod","effect","ensur","last","nucl","nuclearposturereview","audiovideo","bookmark","brookingsinst","doddfrank","event","later","page","tune","ustreasuri","effort","get","occur","refer","secondari","secretarycastro","stop","wors","buri","dalla","fort","identifi","remain","stcokqkzymgpm","vet","worth","econom","realdonaldtrump","sign","stevenmnuchin","wee","from","historian","intellig","militari","offic","play","pro","role","soldier","stcoarhjrqzt","usnationalguard","vital","built","bwcam","cooper","govern","high","icymi","standard","stcodrhbqsmpd","accent","deni","english","fairhous","home","reason","speak","stcolcffhuge","stcophxptqvqz","app","consum","data","food","foodkeep","fresh","open","stcoxscvddprd","stcoyysfivalsp","usdas","use","avail","cdcgov","deptvetaffair","disast","distress","fda","helplin","our","samhsagov","secpricemd","stcobwtyzywbc","air","destin","environment","faanew","land","make","procedur","smoother","thanksgiv","traffic","author","bank","endors","fail","global","manner","order","resolv","sheet","tlac","build","call","free","offer","quit","quitlin","stcoyjefgalp","stick","forgiv","head","loan","program","public","qualifi","servic","stcoehdjfri","enact","foc","intern","lethal","opioid","organ","restrict","synthet","tough","unite","usunvi","holiday","local","sponsor","stcotdflakt","weaunew","against","odd","purpos","stcojzncdwul","walk","wspa","half","stcokjbchbnyoh","dcpublicschool","mine","save","world","fact","fascin","owl","snowi","stcotzpdrski","stcoygyaodcyt","usfws","along","coast","evac","line","mic","msal","next","nwsneworlean","ord","poll","river","thats","water","act","ago","impact","law","recoveri","serv","seven","stcobwfpffxgh","care","deepli","educ","import","npclive","teacher","wellround","day","dont","endtraffick","forget","left","rais","regist","stcoshnaaedmac","thunderclap","voic","accept","deliveri","file","futur","lcs","photo","stcoecqpfrh","stcooqifsadbi","usnavi","ussmanchest","acceleratemerci","americancanc","congrat","eda","grante","medtechinnov","ris","good","need","pack","smoke","stcotsyerovnp","reauthor","stcorkqfhulpe","stcoybwnxzp","capac","condit","gro","infrastructur","project","sinc","describ","develop","earlier","oper","origin","pub","tbt","usgs","aboard","exercis","junipercobra","mediterraneansea","sailor","train","trauma","tuesday","ussiwojima","barron","display","memorabilia","stcomdktgtfqkt","vfw","wwii","christianmun","friend","jewishmun","muslimm","region","whether","bath","forest","grab","healthypark","near","park","shed","stcojnfwbjgmi","stress","yellowstonenps","govt","inmun","launch","proud","stcokqighfngbx","taxpay","emili","fighter","fli","grew","isis","king","pilot","plane","shes","stcouxgxuy","want","ballot","committe","count","counti","dec","fsa","rememb","stcovqzcolr","usdafsa","votefsa","your","brazilian","meirell","met","relationship","stcowzrvuft","usbrazil","abil","amaz","goodwil","imagin","marcknapp","promot","sport","stconsvticrzq","transcend","alli","allianc","cornerston","defens","longstand","mutual","stcoixunyegni","treati","deserv","notic","speech","stcorhhcj","wider","wsjopinion","did","dlamil","field","kitchen","middl","pound","sent","stcoiczshk","throughout","drshow","examin","histor","hudgov","ove","segreg","sullyathud","agre","couldnt","stcoyvlczfd","appraisal","electron","hundr","lender","onboard","onli","phase","portal","stcogdbuedog","advanc","boost","electr","grid","modular","reactor","report","resili","small","stcobodpcpekbz","antonio","counselor","market","oversight","requir","subject","toprehens","trade","treasuri","weiss","congest","deploy","manag","stcodvnqfmvj","transport","whfrontier","discuss","dure","meet","morawieckim","polish","polishus","regi","relat","usembassywarsaw","iran","irgc","presssec","stcozcwlshmnn","coordin","intellectualproperti","network","statedept","stcocgjcxvltq","arreste","beach","boynton","convict","excessiv","forc","obstruction","officer","stcodnbogbm","using","aircraft","blaze","dous","engulf","fight","firefight","flame","nighttim","prop","stcodudzemhjkg","usairforc","anniversari","histori","mark","railroad","thegreatlotivechas","usdotfra","wowwednesday","move","stcopmzzzbqq","usedgov","airport","eye","far","florida","gust","highest","internat","irma","lee","measur","nwstabay","southwest","wind","battleshipnj","celebr","famili","julyth","newuscitizen","patriot","pride","stcobuuqtlax","uscismediapa","athlet","check","emt","ispet","paralymp","stcozjwgjnk","stephen","usarmi","usparalymp","wheelc","feel","school","stcovhkghubtt","unwe","class","jremschool","malin","say","stcookuelebtxi","billion","countri","earth","generat","nuclear","produc","stcorleefjvye","edgreenribbon","honore","show","stcoybjwtcxd","way","base","doctor","medic","ndms","nurs","set","commiss","periscop","ssn","stcolebvmlueg","usscolorado","fifth","homeland","john","kelli","stcoikjiyxnl","sworn","amic","demonstr","flexibl","mutuallyaccept","oue","urg","cnorichardson","crash","statement","stcombkydsnyey","stcormtbikpbw","center","commun","connect","convey","cyberstalk","fals","info","jewish","man","stcouxrolcknu","threat","usisraeli","fought","fre","key","negoti","week","batter","bring","coa","damag","flood","surg","wave","alloy","beryllium","criticalminer","energyeffici","miniatur","stcovsidccmwr","address","coalit","privatesector","smart","usaidmarkgreen","wef","bloom","cybersecur","nationaljourn","sarah","stcokmwyfxxsi","hear","hold","infrastructureinamerica","secelainechao","senatecommerc","testimoni","todai","follow","nielsen","stcowvqwdncsp","swear","chickahomini","eastern","feder","recognit","salut","stcohgibefw","tribal","tribe","virginia","agent","alwaysvigil","borstar","casa","cbparizona","grand","gunshot","honduran","patrol","rescu","sell","usbp","victim","aviation","commerci","departur","enhancement","flight","point","select","stcoisdiraqac","ambassador","demo","destroy","exl","haley","just","latest","length","maduro","nikki","propos","sham","usun","venezuela","attempt","carolina","conspir","materi","north","stcouscokxadd","euus","homeaffair","joint","ministeri","press","stcogjzwbgegi","stcorpkcyco","busi","coupl","earn","failur","fish","over","pay","stcoizdwti","yrs","dyk","forestproductsweek","like","patent","stcoefyhuyrpw","uspto","warm","winter","agenda","drone","mar","symposium","uas","acfhhs","andmun","stcokgvcu","better","experienc","heard","homeless","stcokjvcqoayi","cocain","denver","distribut","down","drug","methhetamin","mexican","ocedetf","org","stcobpbfyxdbs","strike","amazingutc","ctrs","dcrpcarolina","hsrc","hsrcinfo","iprc","road","safeti","stco","unc","wfocus","academ","cadet","charact","progra","regimen","stcoyjepuytz","cold","ici","idea","indoor","physicalact","snap","stcohyephui","stcorixxpwspwk","too","career","experi","gain","newstribun","stcoxglmabwgh","valuabl","posit","stcorjldeoh","teach","top","util","builder","challeng","face","fortun","infrastructureweek","understand","directedprehens","impt","johnson","securingtomorrow","situat","wait","whole","financi","korea","usembassyseoul","alzheimer","brain","glucos","higher","level","may","mean","nih","nihnew","sever","stcoiwonyzdax","countervail","denier","determin","duti","fiber","fine","polyest","preliminari","stapl","stcofxvnrtab","activ","aware","march","unitedfor","colorado","dive","lower","reclam","stcoytovjq","team","usbr","canpet","critic","exim","export","mkts","stcoawcfkopg","delacruz","guest","kato","stcoxtftysupx","teamrubicon","vapodcast","volunt","buyer","card","concern","doj","estate","express","gift","offere","prohibit","real","regul","stcofbtptarga","would","constitutionday","morn","stcoykiber","uscis","usnatarchiv","expect","farm","fiscal","pretti","secretarysonni","solid","thbest","americacount","femal","wartim","bake","childcar","cod","easi","menu","protein","stcouzrtqqjt","teamnutrit","tri","vari","block","cant","children","enough","fate","separ","str","are","fat","grow","pet","problem","stcogsnwixhtv","abbi","adventur","canyon","dream","stcoyfmvzkanp","summer","yellowston","pala","stcorsfmcunov","supertrack","aascu","appli","chronicl","doescienc","faculti","stcovsedprzr","term","visit","airman","belgian","boya","malinoi","nido","reward","southwestasia","stcorhqsmnt","whos","emerg","highlight","liberia","nscpress","remov","sanction","termin","underpin","betsydevosed","inspire","readi","stem","theyr","womenshistorymonth","batteri","energystorag","ground","interf","jam","lithiumion","reduc","research","sandia","sandialab","toward","changer","edt","five","game","goess","satellit","stcohrxuhyiyr","weather","whi","organiz","stcogxvlfqck","terrorist","deliv","fleet","joy","mail","sigonella","stcoatucnkval","stconikbzggs","adoption","advisor","annual","intercountri","lawrenc","outlin","present","stcopltaesr","travelgov","bay","counsel","stcotllsqfvw","wjhg","administ","click","grant","hazard","hud","hudpacif","map","nationwid","rep","stcotqewoamw","expand","opportun","oversea","pleas","establish","gopark","natlparks","nonprofit","offici","otd","court","maldiv","member","polit","prison","reinstat","suprem","disadvan","includ","privat","brca","breast","cancer","gene","stcocgoygjj","stcofpmobrxk","conven","council","eastsyria","stcowbxmvidamq","cyber","fund","pnnl","pnnlab","powergrid","six","stcoeywgtoxi","stcowksbowl","tool","emot","health","mental","prioriti","reson","theme","tim","vavetbenefit","attorney","award","ceremoni","civilright","divis","gener","remark","sallyqy","stcoxsghzcjnaf","brexit","financ","min","side","usembassyfr","blackhistorymonth","bunyan","journal","maureen","pioneer","stcovkgqsbko","daysofdhs","franc","icegov","lost","masterpiec","pissarro","return","stcoufkloqk","stolen","thought","crimesmit","heather","holoc","legisl","nauert","poland","regard","stcofdffndxwq","give","habitatdc","hand","hous","secretarycarson","polic","sentenc","stcoxwnyyjqcx","also","biggest","bill","cut","minut","much","nee","oval","reform","fisheri","implement","noaa","noaafisheri","acting","att","duke","stcowtfoyhr","even","fha","grandpar","jaysonb","ownthedream","pdas","stcotcyzephsa","yes","busiest","everyth","post","prepar","stcohsqlogpat","sure","travel","tsa","applic","fellowship","leland","mickey","orise","oriseconnect","argentina","bariloch","conserv","exchang","scientif","stcozvbgpx","access","anywher","august","backschool","broadband","happen","stcopcozqijk","usda","argonn","armyresearchlab","nuclei","stcofrcielce","stcohygklcvcn","econo","four","interest","polici","stcofmkmuvncr","strategi","all","cdcs","chlamydia","gonorrhea","increas","rate","stcodyomxq","stdreport","syphili","third","big","innov","nationallab","randdmagazin","recogn","resea","stcormgvrzzi","these","winners","investig","secret","silk","stcofawixguk","actonclimat","benefit","cleanpowerplan","explain","step","tcofr","current","earthquak","inform","kodiak","stcojzzwdidk","resourc","stcoezwyy","stcoqjonzkwc","iah","pdrevent","runner","stcobkueeyonp","univers"
"1",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
